"Transfer From account is required.","តម្រូវឱ្យមានគណនីផ្ទេរពី។"
"Transfer To account is required.","តម្រូវឱ្យមានគណនីផ្ទេរទៅ។"
"Transfer From and Transfer To accounts must be different.","គណនីផ្ទេរពី និងគណនីផ្ទេរទៅ ត្រូវតែខុសគ្នា។"
"ផ្ទេរប្រាក់ពី {0} to {1}.","ផ្ទេរប្រាក់ពី {0} ទៅ {1}។"
"ផ្ទេរប្រាក់ទៅ {0} from {1}.","ផ្ទេរប្រាក់ទៅ {0} ពី {1}។"
No split bills found.,មិនទាន់មានបុងបំបែកទេ
Add Split Bill,បញ្ជូលបុងបំបែក
Edit Order,កែបុង
Reference #,លេខយោង
"Across accessible outlets","តាមទីតាំងលក់ដែលអ្នកមានសិទ្ធចូលប្រើប្រាស់"
"Completed orders","បញ្ជាទិញបានបញ្ចប់"
"Daily Sales Summary","សង្ខេបការលក់ប្រចាំថ្ងៃ"
"Free","ហ្វ្រី"
"Here is what is happening with your business today.","នេះជាស្ថានភាពអាជីវកម្មរបស់អ្នកនៅថ្ងៃនេះ។"
"Net qty","ចំនួនសុទ្ធ"
"Tootal Revenue","សរុបចំណូលលក់"
"orders","បញ្ជាទិញ"
"Pending","កំពុងរង់ចាំ"
"products sold","ផលិតផលបានលក់"
"Sales overview","ទិដ្ឋភាពទូទៅនៃការលក់"
"Sold","បានលក់"
"Split","បំបែក"
"Welcome back","សូមស្វាគមន៍មកវិញ"
"Sale Quantity","ចំនួនលក់"
"Sale Quantity: {0} {1}","ចំនួនលក់: {0} {1}"
"Booking Number","លេខបុងកក់"
"A valid Exchange Rate is required for {0}.","តម្រូវឱ្យមានអត្រាប្តូរប្រាក់ត្រឹមត្រូវសម្រាប់ {0}។"
"Add Selected Sale Invoice","បន្ថែមវិក្កយបត្រលក់ដែលបានជ្រើសរើស"
"Amount in Payment Currency","ចំនួនទឹកប្រាក់ជារូបិយប័ណ្ណទូទាត់"
"Amount to Pay","ចំនួនទឹកប្រាក់ត្រូវបង់"
"Changing {0} will clear all selected Sale Invoices. You must select the Sale Invoices again. Do you want to continue?","ការផ្លាស់ប្តូរ {0} នឹងលុបវិក្កយបត្រលក់ដែលបានជ្រើសរើសទាំងអស់។ អ្នកត្រូវជ្រើសរើសវិក្កយបត្រលក់ម្តងទៀត។ តើអ្នកចង់បន្តទេ?"
"Exchange Rate Display","ការបង្ហាញអត្រាប្តូរប្រាក់"
"HTML Amount to Pay","ការបង្ហាញចំនួនទឹកប្រាក់ត្រូវបង់"
"Hidden Field","វាលលាក់"
"Naming Series","ស៊េរីឈ្មោះ"
"Note: {0}.","ចំណាំ៖ {0}។"
"POS Sale Payment","ការទូទាត់ការលក់ POS"
"Payment Amount in Base Currency","ចំនួនទឹកប្រាក់ទូទាត់ជារូបិយប័ណ្ណគោល"
"Payment Amount in Word","ចំនួនទឹកប្រាក់ទូទាត់ជាអក្សរ"
"Payment received from {0}","បានទទួលការទូទាត់ពី {0}"
"Payment received {0} on {1}. Write-off amount: {2}. Payment receipt number: {3}.","បានទទួលការទូទាត់ចំនួន {0} នៅថ្ងៃទី {1}។ ចំនួនទឹកប្រាក់កាត់ចោល៖ {2}។ លេខបង្កាន់ដៃទូទាត់៖ {3}។"
"Payment to Account","គណនីទទួលប្រាក់"
"Payment to Account and Receivable Account must be different.","គណនីទទួលប្រាក់ និងគណនីត្រូវទទួល ត្រូវតែខុសគ្នា។"
"Payment to Account is required.","តម្រូវឱ្យមានគណនីទទួលប្រាក់។"
"Please enter a Payment Amount or Write-off Amount for at least one Sale Invoice.","សូមបញ្ចូលចំនួនទឹកប្រាក់ទូទាត់ ឬចំនួនទឹកប្រាក់កាត់ចោល សម្រាប់វិក្កយបត្រលក់យ៉ាងហោចណាស់មួយ។"
"Please select Customer, Outlet, and Posting Date first.","សូមជ្រើសរើសអតិថិជន សាខា និងកាលបរិច្ឆេទចុះបញ្ជីជាមុនសិន។"
"Please select a Payment Type before entering payment amounts.","សូមជ្រើសរើសប្រភេទការទូទាត់ មុនពេលបញ្ចូលចំនួនទឹកប្រាក់។"
"Please select at least one Sale Invoice.","សូមជ្រើសរើសវិក្កយបត្រលក់យ៉ាងហោចណាស់មួយ។"
"Please set Default Receivable Account for Outlet {0}.","សូមកំណត់គណនីត្រូវទទួលលំនាំដើមសម្រាប់សាខា {0}។"
"Received by: {0}.","ទទួលដោយ៖ {0}។"
"Row {0}: Payment Amount and Write-off Amount cannot be negative.","ជួរទី {0}៖ ចំនួនទឹកប្រាក់ទូទាត់ និងចំនួនទឹកប្រាក់កាត់ចោល មិនអាចជាចំនួនអវិជ្ជមានបានទេ។"
"Row {0}: Sale Invoice is required.","ជួរទី {0}៖ តម្រូវឱ្យមានវិក្កយបត្រលក់។"
"Sale Invoice {0} has no outstanding balance.","វិក្កយបត្រលក់ {0} មិនមានសមតុល្យនៅសល់ទេ។"
"Sale Invoice {0} is selected more than once.","វិក្កយបត្រលក់ {0} ត្រូវបានជ្រើសរើសច្រើនជាងមួយដង។"
"Sale Invoice {0} must be Closed.","វិក្កយបត្រលក់ {0} ត្រូវតែបានបិទ។"
"Sale Invoice {0}: A write-off must fully settle the current balance of {1}.","វិក្កយបត្រលក់ {0}៖ ការកាត់ចោលត្រូវតែទូទាត់សមតុល្យបច្ចុប្បន្នចំនួន {1} ទាំងស្រុង។"
"Sale Invoice {0}: Payment Amount plus Write-off Amount cannot exceed the current balance of {1}.","វិក្កយបត្រលក់ {0}៖ ចំនួនទឹកប្រាក់ទូទាត់បូកនឹងចំនួនទឹកប្រាក់កាត់ចោល មិនអាចលើសសមតុល្យបច្ចុប្បន្នចំនួន {1} បានទេ។"
"Select Sale Invoice","ជ្រើសរើសវិក្កយបត្រលក់"
"Start Date cannot be after End Date.","កាលបរិច្ឆេទចាប់ផ្តើមមិនអាចនៅក្រោយកាលបរិច្ឆេទបញ្ចប់បានទេ។"
"We use this field to delete POS Sale Payment Record when user can Sale Payment","យើងប្រើវាលនេះដើម្បីលុបកំណត់ត្រាទូទាត់ការលក់ POS នៅពេលអ្នកប្រើប្រាស់បោះបង់ការទូទាត់ការលក់។"
"We use this field to identify that this payment transaction is a single sale payment, this field value is auto assign by Route Option when user click add payment from Sale Detail Form","យើងប្រើវាលនេះដើម្បីសម្គាល់ថាប្រតិបត្តិការទូទាត់នេះជាការទូទាត់សម្រាប់ការលក់តែមួយ។ តម្លៃវាលនេះត្រូវបានកំណត់ដោយស្វ័យប្រវត្តិដោយ Route Option នៅពេលអ្នកប្រើប្រាស់ចុចបន្ថែមការទូទាត់ពីទម្រង់ព័ត៌មានលម្អិតការលក់។"
"Account Dashboard","ផ្ទាំងគ្រប់គ្រងគណនី"
"All Outlets","ទីតាំងលក់ទាំងអស់"
"Attention Required","ត្រូវការការយកចិត្តទុកដាក់"
"Cash & Bank","សាច់ប្រាក់ និងធនាគារ"
"Cash Flow","លំហូរសាច់ប្រាក់"
"Collections","ការប្រមូលប្រាក់"
"Current","បច្ចុប្បន្ន"
"Dashboard could not be loaded","មិនអាចផ្ទុកផ្ទាំងគ្រប់គ្រងបានទេ"
"Financial overview and daily control","ទិដ្ឋភាពទូទៅហិរញ្ញវត្ថុ និងការត្រួតពិនិត្យប្រចាំថ្ងៃ"
"Inflow","លំហូរចូល"
"Items that may need accounting review","ធាតុដែលអាចត្រូវការការត្រួតពិនិត្យគណនេយ្យ"
"Largest outstanding party balances","សមតុល្យនៅសល់ខ្ពស់បំផុតរបស់ភាគី"
"Last refreshed","បានផ្ទុកឡើងវិញចុងក្រោយ"
"Latest posted vouchers in the selected period","ប័ណ្ណដែលបានចុះបញ្ជីថ្មីៗក្នុងរយៈពេលដែលបានជ្រើសរើស"
"Loading dashboard","កំពុងផ្ទុកផ្ទាំងគ្រប់គ្រង"
"Missing account configuration","ខ្វះការកំណត់គណនី"
"Net Cash Movement","ចលនាសាច់ប្រាក់សុទ្ធ"
"No accounting issues found for this period.","រកមិនឃើញបញ្ហាគណនេយ្យសម្រាប់រយៈពេលនេះទេ។"
"No comparison","គ្មានទិន្នន័យប្រៀបធៀប"
"No financial activity in the selected period","គ្មានសកម្មភាពហិរញ្ញវត្ថុក្នុងរយៈពេលដែលបានជ្រើសរើស"
"No outstanding payables","គ្មានប្រាក់ត្រូវបង់ដែលនៅសល់"
"No party","គ្មានភាគី"
"No posted transactions in this period","គ្មានប្រតិបត្តិការដែលបានចុះបញ្ជីក្នុងរយៈពេលនេះ"
"Operating cash inflow and outflow","លំហូរសាច់ប្រាក់ចូល និងចេញពីប្រតិបត្តិការ"
"Outflow","លំហូរចេញ"
"Outstanding customer balances by age","សមតុល្យអតិថិជនដែលនៅសល់តាមអាយុកាលបំណុល"
"Overdue receivables","ប្រាក់ត្រូវទទួលហួសកំណត់"
"Pay Vendor","បង់ប្រាក់ឱ្យអ្នកផ្គត់ផ្គង់"
"Payable","ប្រាក់ត្រូវបង់"
"Pending sales","ការលក់កំពុងរង់ចាំ"
"Performance during the selected period","លទ្ធផលក្នុងរយៈពេលដែលបានជ្រើសរើស"
"Posted","បានចុះបញ្ជី"
"Posted balances, cash movement, aging and exceptions in one place.","សមតុល្យដែលបានចុះបញ្ជី ចលនាសាច់ប្រាក់ អាយុកាលបំណុល និងករណីលើកលែង នៅកន្លែងតែមួយ។"
"Purchase Payments","ការទូទាត់ការទិញ"
"Quick actions","សកម្មភាពរហ័ស"
"Receivable","ប្រាក់ត្រូវទទួល"
"Receivable Aging","អាយុកាលប្រាក់ត្រូវទទួល"
"Receive Payment","ទទួលការទូទាត់"
"Record Expense","កត់ត្រាចំណាយ"
"Revenue, Expenses & Profit","ចំណូល ចំណាយ និងប្រាក់ចំណេញ"
"Selling date not closed","កាលបរិច្ឆេទលក់មិនទាន់បានបិទ"
"Start Date and End Date are required.","តម្រូវឱ្យមានកាលបរិច្ឆេទចាប់ផ្តើម និងកាលបរិច្ឆេទបញ្ចប់។"
"Top Payables","ប្រាក់ត្រូវបង់ខ្ពស់បំផុត"
"Total Sales","ការលក់សរុប"
"Try Again","ព្យាយាមម្តងទៀត"
"Type","ប្រភេទ"
"Unable to load the account dashboard.","មិនអាចផ្ទុកផ្ទាំងគ្រប់គ្រងគណនីបានទេ។"
"Unable to load the dashboard assets. Please rebuild the app and try again.","មិនអាចផ្ទុកឯកសារធនធានរបស់ផ្ទាំងគ្រប់គ្រងបានទេ។ សូមបង្កើតកម្មវិធីឡើងវិញ ហើយព្យាយាមម្តងទៀត។"
"Unbalanced vouchers","ប័ណ្ណមិនមានតុល្យភាព"
"Voucher","ប័ណ្ណ"
"vs previous period","ធៀបនឹងរយៈពេលមុន"
"You do not have permission to access Outlet {0}.","អ្នកមិនមានសិទ្ធិចូលប្រើទីតាំងលក់ {0} ទេ។"
"You do not have permission to view accounting data.","អ្នកមិនមានសិទ្ធិមើលទិន្នន័យគណនេយ្យទេ។"
"{0} customer(s) have balances older than 30 days.","អតិថិជនចំនួន {0} នាក់មានសមតុល្យលើសពី 30 ថ្ងៃ។"
"{0} outlet(s) are not closed through the selected end date.","ទីតាំងលក់ចំនួន {0} មិនទាន់បានបិទរហូតដល់កាលបរិច្ឆេទបញ្ចប់ដែលបានជ្រើសរើស។"
"{0} outlet(s) need default accounting accounts.","ទីតាំងលក់ចំនួន {0} ត្រូវការកំណត់គណនីគណនេយ្យលំនាំដើម។"
"{0} sale(s) are still in Draft status and need to be closed.","ការលក់ចំនួន {0} នៅតែស្ថិតក្នុងស្ថានភាពព្រាង ហើយត្រូវការបិទ។"
"{0} voucher(s) have unequal debit and credit totals.","ប័ណ្ណចំនួន {0} មានសរុបឥណពន្ធ និងឥណទានមិនស្មើគ្នា។"
"View Report","មើលរបាយការណ៍"
created,បានបង្កើត
